9.983820969403556234e+00,-1.424112130716196667e+01,-2.250986346210919642e+00,-1.587108062228865801e+00,-6.276626688607818139e-01,-4.043337557968686991e-01,3.641444888312547062e-02,7.656594361019585238e-01,-3.857991429902211111e-01,-8.743010244567374079e-01,-1.295632879115407476e+00,-9.405987621898469486e-01,-8.185730007390223939e-02
1.011655222275575561e+01,-1.527544722533047761e+01,-3.972759383667590072e+00,-3.104097374743309157e+00,-8.803454936876894399e-01,-3.304022840648809245e-01,-6.282568718529981666e-01,-1.066708961210826923e+00,-1.453769958677890717e+00,-1.529437131053053900e+00,-1.184316066639313325e+00,-1.948129761080142353e-01,-6.648924200379264793e-01
9.627570953169737322e+00,-1.256981864737939603e+01,-3.003673343332636581e+00,-1.402669406229995364e+00,-2.963470417514401101e-01,-8.612739485299197861e-01,-1.015793908847762772e+00,-1.123081199615219683e+00,-1.563105802383322862e+00,-1.022366594296221676e+00,-1.306152522391640147e+00,-2.177751288790072126e-01,1.149221440859851673e-01
9.506306048100842787e+00,-1.380315387644951031e+01,-2.588832719283670869e+00,-1.208968014538187807e+00,-1.328678514154081558e+00,-9.022458233041100728e-01,-8.223648012151352216e-01,-7.047194220639496631e-01,-1.457461095425436892e-01,-6.791225683107102729e-01,-9.450342733899198544e-01,-3.828145308114969114e-01,-1.965847736943861224e-02
9.468740605548509492e+00,-1.289177004601430276e+01,-2.621583174892789359e+00,-1.204753141722667564e+00,-1.462574220474170739e+00,-1.969838509369798318e+00,-8.518309303521589548e-01,-1.165101742399601292e+00,-2.068522584981949686e-01,-4.335469857207485678e-01,-5.473597060512113144e-01,-9.704127158342945592e-01,-1.230625805291641478e-01
9.701909849958441967e+00,-1.269889185623436667e+01,-3.389565297360265905e+00,-3.594152775844860592e+00,-1.931123536442841404e+00,-1.355124098939854971e+00,-6.523146698917462460e-01,-4.228462740018618660e-01,-3.080232091748721368e-01,-1.151321396341251357e-01,-9.119081995611780789e-01,-2.483839047619537665e-01,1.982403828344470320e-01
1.003076286343512535e+01,-1.431112865659031108e+01,-3.227831033978382447e+00,-2.802984614874400648e+00,-1.481611772899804613e+00,-1.026701850527967697e+00,1.586822305644032538e-01,1.706499817515251261e-01,2.887452679557550583e-02,4.307583998359764133e-01,-1.202069250401214706e+00,-1.202684974565693565e+00,-1.248831267965487379e+00
9.669506721649369752e+00,-1.257441508789856144e+01,-2.419971713180598449e+00,-3.050917381495778624e+00,-1.627727904057844510e+00,1.774025747083530780e-01,-6.100690915752154421e-03,-7.102428796928872412e-01,1.313580612573892248e+00,5.736726294740851495e-01,-1.430073866697966434e+00,-1.707277290300932560e+00,-3.043044152054197315e-01
9.780092111093955154e+00,-1.327498311304932876e+01,-2.947805742915364569e+00,-2.491540814781703528e+00,-2.497360333210060013e+00,-2.045176167960753411e+00,-1.605454745668125627e+00,-1.004674359050930832e+00,4.745114609992256427e-01,-3.132605036075497007e-01,9.205498965817367207e-02,2.494816209233310933e-01,3.006079837675763589e-01
9.953672189592777997e+00,-1.354948403531820311e+01,-1.719391967215936345e+00,-1.118747720440966154e+00,-1.428580801498538166e+00,-1.124131889199235346e+00,-1.406465649310896238e+00,2.940901372079670062e-01,6.033121352512593565e-03,-8.636887975102592874e-01,2.034222575260273280e-01,-5.799990516718909195e-01,-6.896725919850679176e-01
9.908286478608841819e+00,-1.286620317455843043e+01,-2.171923998618658924e+00,-2.287047788702782913e+00,-1.197787062591717966e+00,4.392770889006565316e-01,-3.012887340260002045e-01,7.422013158276981049e-01,6.389665234875883948e-02,-1.383064414823193811e-01,2.495930621631697321e-01,1.070587333774110778e-01,5.385749432424720151e-01
9.924180562319479648e+00,-1.317348137447872070e+01,-3.606809649736505641e+00,-3.414388794830775620e+00,-1.849805688066080034e+00,-1.690613935416743097e+00,-4.563075467475646296e-01,5.321232890232059365e-01,-2.734396508209452903e-01,7.310618362983104523e-01,6.401955689388708626e-01,7.771587330944109695e-01,1.404690553740858272e+00
9.686607247289412470e+00,-1.398583921982713818e+01,-4.039190309252744804e+00,-2.444884521880119621e+00,-7.405527725898746194e-01,-1.234034703422406176e+00,-2.001387720033676487e+00,-5.607998573497565697e-01,1.664752928262573928e-01,-1.248313682316011808e-01,-2.472481614177120535e-01,-1.064878174969718927e-01,1.058097712423542447e+00
9.836979657435481528e+00,-1.360814701259344339e+01,-3.086868503639335515e+00,-1.298594661177552068e+00,-4.980714476562488890e-01,-5.578495108384761147e-01,2.967854898501961491e-01,-2.971442683798539153e-01,-9.760129082177887438e-01,1.717969791470627672e-01,-4.044507902312463044e-01,7.321766634855990663e-01,4.622071753286222107e-01
9.852916287165978559e+00,-1.486650429442325461e+01,-4.078925485713857491e+00,-2.314906208189529746e+00,-8.422432103168689954e-01,-1.441494581904842143e+00,-1.831451573134268651e+00,-2.304326845344946140e+00,-1.042025680442570046e+00,1.664164975175530803e-01,4.355850972126359966e-01,-4.205513727269699631e-02,-1.153963973871832138e+00
9.846072475413484071e+00,-1.396195479804167228e+01,-3.754405355238738640e+00,-3.141901236260909780e+00,-1.300946624002406349e+00,-1.661037008197925324e+00,-8.143982943157673793e-01,-3.768731803418394755e-01,-3.668337212154554328e-01,-2.943983029994358680e-01,1.094148958230679813e+00,5.799494469743578240e-02,-1.152153903033516502e-01
9.991729471334720003e+00,-1.348394540305827327e+01,-3.683343213157578511e+00,-1.974428751350235656e+00,-4.384307916298227359e-01,-7.414872372585237237e-01,-1.542934068352541654e-01,5.429941076819846391e-01,1.091676435001460277e+00,1.436213706463787876e+00,5.783337129166091772e-01,-1.459247793474925392e-01,-6.371148820045496874e-01
9.695020571562409373e+00,-1.301977619399353614e+01,-2.159659308646499465e+00,-1.706947523934328137e+00,-5.384299910680723222e-01,-8.292099322452224364e-01,-1.415951389414937367e+00,-1.192311871286313441e+00,-2.772034815092438986e-01,5.095587938915103754e-01,7.069620724233918185e-01,1.017649245705030125e-01,4.922452712189984703e-01
9.802416177565493882e+00,-1.231001788832638510e+01,-1.805411538993371590e+00,-2.026288931822185280e+00,3.897331967054908364e-01,-5.602751899155207216e-01,-8.236637755663533955e-02,-3.888602505951909150e-01,-1.639037414586670682e-01,4.274288808862494182e-01,-1.016896982185682363e+00,-8.820519619306022019e-01,4.194068917483709247e-03
9.882964279349627290e+00,-1.409948144518587299e+01,-3.415038778357770255e+00,-2.412259893047034254e+00,-4.823179627120267599e-01,4.422997573123314541e-01,-3.438842463758253754e-01,2.075217207967917227e-02,1.132393462920783689e+00,-1.959562034120042318e-02,-2.853921637712606429e-01,-1.154798218240167262e+00,-1.503298858736979993e-01
9.728757245844043666e+00,-1.325767420542751829e+01,-2.570990717731906905e+00,-2.540828399614352140e+00,-8.362058413455802919e-01,-1.277592840369205840e+00,-1.313382402407638372e+00,-9.365176411111886257e-01,8.630570354925215515e-01,9.435990201584212311e-01,-2.892068628538864150e-01,-2.699648402968723437e-01,-1.551164406083109237e-01
9.506447273878380955e+00,-1.226845689752808610e+01,-1.419468578999288244e+00,-1.566843152446854293e-01,-2.530480010770144728e-01,-6.979445278619672566e-01,-9.840827093550780225e-01,-1.775216742067573961e+00,-2.661304364616955964e-01,3.949038529171184919e-01,-1.531458106016277687e-01,-1.136124633458139410e+00,-3.171874869384386786e-01
9.460924655524001636e+00,-1.108395775289517360e+01,-1.718476647999424012e+00,-1.497897605833815815e+00,2.211567289946355930e-01,1.343809648528943024e+00,1.056104744854873684e-01,-2.379045552966053412e-01,-1.355318517644359622e+00,1.519198352245090256e-01,1.988242744740313650e-01,-6.068834740668007655e-01,-8.457062047555548301e-02
9.643596518871053291e+00,-1.415736181702683893e+01,-3.228230148057861459e+00,-2.142447511740511068e+00,-5.299757361872613481e-01,-4.421443826237781982e-01,-8.635371740346960978e-01,-8.400887679259390062e-01,4.544002130879613577e-01,1.525524833461237240e+00,9.024906166011412156e-02,-3.652791483051227028e-01,4.089619158686128575e-01
9.562465444807425996e+00,-1.273094514547513256e+01,-1.722048468856765879e+00,-9.100675632439758633e-01,-7.352741617858059575e-01,-1.014054286857092979e+00,-8.574456092764164428e-01,-1.338804972968738793e+00,-1.801487703957185493e+00,-4.915502068347550324e-01,3.101756215007558382e-01,-3.418199521363062821e-01,-4.539853630093035886e-01
9.905457629500494576e+00,-1.331890200928703827e+01,-2.440166956027583378e+00,-2.168392737266604975e+00,-1.607428378806686098e+00,-2.199051188513980737e+00,-8.004301641387453481e-01,-6.538325955475632334e-01,-9.701684197964266509e-01,-1.296196948692729389e+00,-1.044256339209815643e+00,-7.565486063981730069e-01,-1.786411083788558563e-01
